,0,1,2,3,4,5,6
78,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.8p4pmsscwiwmhg0bkfi_2ysdqnfdx3wm2l-1hd2cshi,1,1,49.0,0,0,0
79,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.arxhehvgtto6gxwm9eupzseqjzzmkllt2pt5n_4s63e,1,1,33.0,0,0,0
80,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.cauiju8xccxlcmrppxtftmcf65oxmkulqa0sxbfcqku,1,1,95.0,0,0,0
81,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.cz-uxxjo8q547yi-i_avr2euez82sgwwrp6z2wf5ymu,1,1,108.0,0,1,0
82,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.ee0kebmbfi0jsehzjduqvgbomm_6yuv31kintytccxq,1,1,0.0,1,1,1
83,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.f0tl80i1r5pdls_bifo9gv2nvxzsbuawplbmz_2uelu,1,1,50.0,0,0,0
84,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.fb-p3qh8p3nblix1h2yrhpifekfjtgod3znbi8g5owo,1,1,36.0,0,0,0
85,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.fd3sso8en-evln_wzznhy6hrech__v8kp_q-fl1lj0u,1,1,65.0,0,0,0
86,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.fmdgpafbxge8_hhdtvqkvs4ie0emf5odmmw2cbybmwc,1,1,137.0,0,0,0
87,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.hclrzscghrtwvxbchvmdz3-lflhznuf5wviey1khgb8,1,1,83.0,0,0,0
88,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.hz2xd0lwgztrubokpmvbwhzptojyqxqklaxwdyfscbm,1,1,85.0,0,0,0
89,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.l22t8ilmm962ctppgylyzq626xvkvfteix2_3k5m7v0,1,1,68.0,0,0,0
90,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.lq6h4fe6o1bg4tkhl017rugt8ub5et7zh2nvvzbxdvs,1,1,97.0,0,0,0
91,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.m355trnsam0eelajfjeexp_vfovqvbi5phen_8yratg,1,1,700.0,0,0,0
92,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.mncp_fajujamggc08a03nbyu3tyk6zwsjww31ewa7l4,1,1,120.0,0,0,1
93,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.noz-f-lzcxnoaymccvpyz6cbdlld6lx1gnipizgvbbs,1,1,33.0,0,0,0
94,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.nqnwrytpgqvj7adtiagycn266dnxqugcibvhce3zwdi,1,1,0.0,1,1,1
95,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.o9_t8qo5jwe_abnekp1x7fbvv808izirzvu1axoto3k,1,1,20.0,0,0,0
96,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.rrvydcqgasi3yx6znxt6mg6qpb7s2dmnx2e9tuju6qu,1,1,23.0,0,0,0
97,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.rxw3d3hempqwuxscmllyms7ra6pbsacdgkdmcdus0os,1,1,0.0,1,1,1
98,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.t15srvk8uw3yubmhn6jgprasfis-nwc22qqnm5qerl0,1,1,228.0,0,0,0
99,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.ua95gmb-fxygtlzawpnqoatvu54sefppxiecuandakg,1,1,25.0,0,0,0
100,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.ursn4fstevg691evcz2yqio1lbbqicwbfmcshbmbmp4,1,1,42.0,0,0,0
101,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.wmgfeggob8jqatlduiyullf-az_8kmqxgaycmyd8-20,1,1,33.0,0,0,0
102,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.xedog2g99oi5lsnj0bh5apt1ihjay4rysoz5lllopwo,1,1,110.0,0,0,0
103,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.xoqt_uli_nncjudzgyb3rjlbi7p7hjxtjv6hkxglo54,1,1,118.0,0,0,0
104,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.xpp5dae32atn3cnjmoy6lqthrzte7vovliiiy9pgjaq,1,1,235.0,0,1,0
105,/en-gb/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.yai45iohuxb6ed27fvq4wgo4pnl-dhzawnlbdgdkg14,1,1,66.0,0,0,0
106,/en-gb/oral-health/brands/sensodyne/products/true-white/,1,1,0.0,0,0,1
107,/en-gb/oral-health/conditions/dry-mouth/overview/,1,1,0.0,1,1,1
108,/en-gb/oral-health/conditions/sensitivity/impact-on-quality-of-life/,1,1,17.0,0,0,0
109,/en-gb/oral-health/learning-lab/,1,1,524.0,0,1,0
110,/en-gb/oral-health/learning-lab/educational-resources/,1,1,0.0,0,0,1
111,/en-gb/oral-health/patient-care-resources/,1,1,0.0,0,0,1
112,/en-gb/oral-health/register/complete/,1,1,93.0,0,0,0
113,/en-gb/registration/https://gsk-dentalprofessionals.co.uk/sign-up/,1,1,15.0,0,0,0
114,/en-gb/search-results/?_charset_=utf-8&:cq_csrf_token=eyjlehaioje1mzc4nju3odusimlhdci6mtuznzg2nte4nx0.ilopma-4xlaln2cppjwawkf1joi_6xpddvatij9xi6g,1,1,0.0,0,0,1
115,/en-gb/search-results/?_charset_=utf-8&:cq_csrf_token=eyjlehaioje1mzc5ntiznzasimlhdci6mtuznzk1mtc3mh0.exyebapwjkhqlls-oknbewfxfhdieutd8mdvbg9l0jm,1,1,0.0,0,0,1
116,/en-gb/search-results/?_charset_=utf-8&:cq_csrf_token=eyjlehaioje1mzgymdyymjgsimlhdci6mtuzodiwntyyoh0.cbzfhl3jo6qwpv4sosl_vpxgtiyzak1ffbe4gw5qd9q,1,1,6.0,0,0,0
117,/en-gb/thank-you/,1,1,0.0,1,1,1
118,/my-profile/account-details/,1,1,2.0,0,0,0
119,/my-profile/delete-account/,1,1,11.0,0,0,0
120,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.0pwm8j15dkwvhojdqdgzrxeiiwq01tm5age4rfyygb8,1,1,39.0,0,0,0
121,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.a0bb8ufbwttrt3zixqh_-fxrsoxb1tespni09uuv1qq,1,1,50.0,0,0,0
122,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.gm8a1sslelbvqugqmtyshovply5amkngkegyflxndhu,1,1,39.0,0,0,0
123,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.hdg_rpifnoyzqvgrf1xexwhpwzdcrcvgodu_95xrx8a,1,1,144.0,0,0,0
124,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.k_4qrmjiq3djhijuguvzjdq3oxjbrwqek6c2aqv98-8,1,1,21.0,0,0,0
125,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.q0vvhjrvqscsvooctmgdmwxf6y5fdobxjixuaikswgk,1,1,42.0,0,0,0
126,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.vrej5upgtpvhvamsheaq94bssumiw2tvni5dqbehtte,1,1,43.0,0,0,0
127,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.xisf25bj8xqi3hhdjsr8jcof0er-gbw4qnwipbc7wrq,1,1,0.0,1,1,1
128,/my-profile/reset-password/?apikey=3_q1scxlh_ppkkzyrv2fcoqturqnxufmrjgq4arvk6t3iny6auktn02whqgpsjpo0e&pwrt=tk1.zwcmxfzdfhpe3oj2da0mwhfces3v6wmt9mp39quqkvy,1,1,15.0,0,0,0
129,/oral-health/brands/sensodyne/products/daily-care/,1,1,31.0,0,0,0
130,/oral-health/brands/sensodyne/science/,1,1,5.0,0,0,0
131,/oral-health/conditions/sensitivity/causes-and-mechanisms/,1,1,0.0,0,0,1
132,/oral-health/conditions/sensitivity/diagnosis/,1,1,0.0,1,1,1
133,/search-results/?_charset_=utf-8&:cq_csrf_token=eyjlehaioje1mzgzodaynjksimlhdci6mtuzodm3oty2ox0.xk_yijcyxmhxqp_05j5nhmflp0oflvmgb5co1nggxgk,1,1,10.0,0,0,0
134,/search-results/?_charset_=utf-8&:cq_csrf_token=eyjlehaioje1mzgzodazmdysimlhdci6mtuzodm3otcwnn0.sq3ftywbqwa8_yyj9noynq6ncnrgsdknsq5psnylh38,1,1,0.0,0,0,1
135,/search-results/?_charset_=utf-8&:cq_csrf_token=undefined,1,1,12.0,0,0,0
